question,strategy,coverage,completion_certificate,completion_reason,exit_ok,virtual_time_s,mean_clear_time_s,real_runtime_s,stations_visited,fallback_actions,distance_m,switches,measurements,clear_attempts,cleared,lost_signal,seed,N,scenario_origin
3,adaptive_q25,seven,True,coverage_and_clearing,True,4897.462324,408.12186033333336,0.24374937498942018,7,0,20962.311622397792,95,110,12,12,75,20260931,12,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4799.805417,399.98378475,0.4305055410368368,7,0,20499.02708635221,95,109,12,12,75,20260931,12,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4540.666908,378.388909,0.2953968750080094,7,0,18963.334538637097,98,118,12,12,79,20260931,12,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4335.373438,361.2811198333333,0.34074725001119077,7,0,18036.867190864763,98,114,12,12,79,20260931,12,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4526.04362,377.1703016666667,0.5697393330046907,7,0,18865.218101804934,98,119,12,12,79,20260931,12,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4336.653617,361.38780141666666,0.21443037502467632,7,0,18093.26808375945,98,112,12,12,79,20260931,12,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4799.805417,399.98378475,0.39630179200321436,7,0,20499.02708635221,95,109,12,12,75,20260931,12,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5493.677088,422.59054523076924,0.1932543749571778,7,0,24228.38543932011,88,99,13,13,65,20260932,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4560.467842,350.8052186153846,0.22623670799657702,7,0,19487.33921145576,88,102,13,13,65,20260932,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4476.385262,344.3373278461538,0.4218234580475837,7,0,19091.926308477854,88,101,13,13,65,20260932,13,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4643.650174,357.2038595384616,0.2758635409991257,7,0,19803.25087177155,88,106,13,13,65,20260932,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4492.211498,345.5547306153846,0.261614166025538,7,0,19071.05748928716,88,105,13,13,65,20260932,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4594.189679,353.39920607692306,0.5435959159513004,7,0,19530.948392650716,88,107,13,13,65,20260932,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4488.998172,345.30755169230764,0.23975324997445568,7,0,19104.990862386418,88,103,13,13,65,20260932,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4476.385262,344.3373278461538,0.40867625002283603,7,0,19091.926308477854,88,101,13,13,65,20260932,13,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4673.166739,467.3166739,0.14825687499251217,7,0,19950.83369623442,98,107,10,10,81,20260933,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4166.049246,416.60492459999995,0.16651754098711535,7,0,17365.246229915498,98,109,10,10,81,20260933,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4163.061191,416.3061191,0.36526737496024,7,0,17300.3059559283,98,111,10,10,81,20260933,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4254.932547,425.4932547,0.23587141605094075,7,0,17659.66273547482,98,115,10,10,81,20260933,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4101.549411,410.1549411,0.20518866600468755,7,0,16967.74705427995,98,112,10,10,81,20260933,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4207.094756,420.7094756,0.4317052089609206,7,0,17445.473780117012,98,114,10,10,81,20260933,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4137.92535,413.79253500000004,0.15702520799823105,7,0,17249.626751710304,98,108,10,10,81,20260933,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4163.061191,416.3061191,0.3750982079654932,7,0,17300.3059559283,98,111,10,10,81,20260933,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4981.398477,355.8141769285714,0.21870349999517202,7,0,21581.992382709508,90,101,14,14,65,20260934,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4226.916027,301.9225733571429,0.2591576250270009,7,0,17759.58013650486,90,103,14,14,65,20260934,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4163.840964,297.4172117142857,0.5828888340038247,7,0,17369.204819107992,90,106,14,14,65,20260934,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4293.394451,306.67103221428573,0.4199782090145163,7,0,17891.972253332086,90,111,14,14,65,20260934,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4114.128259,293.8663042142857,0.32352983398595825,7,0,17070.64129747935,90,108,14,14,65,20260934,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4220.323461,301.45167578571426,0.6497169999638572,7,0,17526.617304588108,90,111,14,14,65,20260934,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4144.734592,296.05247085714285,0.26049900002544746,7,0,17298.672958549927,90,105,14,14,65,20260934,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4163.840964,297.4172117142857,0.5195091249770485,7,0,17369.204819107992,90,106,14,14,65,20260934,14,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4518.341124,451.8341124,0.14248279196908697,7,0,19141.705620978704,100,108,10,10,83,20260935,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3924.203552,392.4203552,0.15653533401200548,7,0,16146.017758166472,100,109,10,10,83,20260935,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3825.692507,382.5692507,0.2929266659775749,7,0,15653.46253277099,100,109,10,10,83,20260935,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,3991.781793,399.1781793,0.2512298329966143,7,0,16283.908964928334,100,117,10,10,83,20260935,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3813.826088,381.38260879999996,0.19911941699683666,7,0,15519.130441576497,100,112,10,10,83,20260935,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,3902.310088,390.23100880000004,0.46344037499511614,7,0,15836.550442328424,100,117,10,10,83,20260935,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3850.088558,385.0088558,0.17857008299324661,7,0,15725.442789397046,100,111,10,10,83,20260935,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3825.692507,382.5692507,0.2943881250103004,7,0,15653.46253277099,100,109,10,10,83,20260935,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5666.899505,377.7933003333334,0.215845208032988,7,0,25159.497522590627,85,95,15,15,58,20260936,15,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4600.8592,306.7239466666667,0.25524629099527374,7,0,19729.296002439198,85,99,15,15,58,20260936,15,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4591.82011,306.12134066666664,0.4963116670260206,7,0,19684.100550323332,85,99,15,15,58,20260936,15,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4754.284915,316.9523276666667,0.3551680420059711,7,0,20271.424576196536,85,108,15,15,58,20260936,15,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4400.179326,293.3452884,0.3142465419950895,7,0,18600.89662791494,85,104,15,15,58,20260936,15,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4632.522163,308.83481086666666,0.6788211669772863,7,0,19662.610817102468,85,108,15,15,58,20260936,15,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4489.41573,299.294382,0.25758054200559855,7,0,19172.07864845678,85,99,15,15,58,20260936,15,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4591.82011,306.12134066666664,0.4858127919724211,7,0,19684.100550323332,85,99,15,15,58,20260936,15,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5009.210121,455.3827382727273,0.17442200001096353,7,0,21761.050603209107,92,102,11,11,73,20260937,11,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4333.690823,393.97189299999997,0.2014991250471212,7,0,18333.45411678446,92,104,11,11,73,20260937,11,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4259.838183,387.2580166363636,0.3812738750129938,7,0,17964.190913064052,92,104,11,11,73,20260937,11,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4306.813869,391.52853354545454,0.27446012501604855,7,0,18024.06934518254,92,111,11,11,73,20260937,11,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4185.866274,380.5332976363636,0.23414229199988768,7,0,17519.331371772736,92,107,11,11,73,20260937,11,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4284.696528,389.5178661818182,0.5476464160019532,7,0,17888.482641555816,92,112,11,11,73,20260937,11,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4304.974902,391.3613547272727,0.22105783299775794,7,0,18139.87450827128,92,106,11,11,73,20260937,11,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4259.838183,387.2580166363636,0.37508670799434185,7,0,17964.190913064052,92,104,11,11,73,20260937,11,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4607.874785,383.98956541666666,0.15023287502117455,7,0,19954.373926483673,87,94,12,12,66,20260938,12,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3776.242305,314.68685875,0.1652242920245044,7,0,15771.211527069803,87,95,12,12,66,20260938,12,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3800.725626,316.7271355,0.3228520000120625,7,0,15868.628130117118,87,96,12,12,66,20260938,12,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,3915.410547,326.28421225,0.28420370898675174,7,0,16192.052734669951,87,106,12,12,66,20260938,12,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3710.393279,309.1994399166667,0.2056034579873085,7,0,15341.96639478869,87,99,12,12,66,20260938,12,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,3901.463049,325.12192075,0.5230398749699816,7,0,16147.315242604102,87,105,12,12,66,20260938,12,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3727.213626,310.6011355,0.1736824580002576,7,0,15501.068130747972,87,96,12,12,66,20260938,12,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3800.725626,316.7271355,0.3245224999845959,7,0,15868.628130117118,87,96,12,12,66,20260938,12,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4852.209492,485.2209492,0.14956841699313372,7,0,20781.04745818579,101,109,10,10,84,20260939,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3981.435169,398.1435169,0.12012012500781566,7,0,16477.175847130922,101,107,10,10,84,20260939,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3872.108039,387.21080390000003,0.220095458033029,7,0,15930.54019280677,101,107,10,10,84,20260939,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4125.571157,412.55711570000005,0.23051033302908763,7,0,16947.855784324373,101,117,10,10,84,20260939,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3744.862552,374.4862552,0.17693999997572973,7,0,15169.312761922323,101,112,10,10,84,20260939,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4090.359667,409.0359667,0.4201774999964982,7,0,16796.79833253556,101,116,10,10,84,20260939,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3794.608641,379.4608641,0.132843374973163,7,0,15518.04320381771,101,108,10,10,84,20260939,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3872.108039,387.21080390000003,0.2236256250180304,7,0,15930.54019280677,101,107,10,10,84,20260939,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5298.144471,529.8144470999999,0.1976241659722291,7,0,22680.722355738133,112,120,10,10,94,20260940,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4449.442284,444.9442284,0.16428916703443974,7,0,18412.21142099471,112,121,10,10,94,20260940,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4270.053479,427.0053479,0.25713637500302866,7,0,17565.267395258816,112,119,10,10,94,20260940,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4600.270366,460.0270366,0.24212279100902379,7,0,18966.351831273238,112,129,10,10,94,20260940,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4162.135743,416.2135743,0.18256654200376943,7,0,16925.678715449343,112,123,10,10,94,20260940,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4695.091463,469.5091463,0.5266553339897655,7,0,19365.457314273302,112,132,10,10,94,20260940,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4304.829771,430.48297709999997,0.16979908297071233,7,0,17664.14885622798,112,122,10,10,94,20260940,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4270.053479,427.0053479,0.24674404202960432,7,0,17565.267395258816,112,119,10,10,94,20260940,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5231.612891,475.6011719090909,0.17765662499004975,7,0,22548.064454099636,102,113,11,11,83,20260941,11,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4416.655639,401.514149,0.18382220895728096,7,0,18473.27819570838,102,113,11,11,83,20260941,11,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4451.999089,404.7271899090909,0.40677620901260525,7,0,18574.995444146745,102,116,11,11,83,20260941,11,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4338.467844,394.4061676363636,0.2527364160050638,7,0,17907.339222182407,102,120,11,11,83,20260941,11,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4026.224102,366.0203729090909,0.20190466701751575,7,0,16471.120509356064,102,115,11,11,83,20260941,11,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4317.328315,392.48439227272723,0.5162250829744153,7,0,17776.64157542104,102,121,11,11,83,20260941,11,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4109.975588,373.6341443636364,0.17108258401276544,7,0,16964.877938610123,102,112,11,11,83,20260941,11,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4451.999089,404.7271899090909,0.40849845798220485,7,0,18574.995444146745,102,116,11,11,83,20260941,11,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5526.27611,460.52300916666667,0.17638279200764373,7,0,23931.380551593644,105,115,12,12,84,20260942,12,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4532.557537,377.7131280833333,0.1534146250342019,7,0,19012.78768389192,105,113,12,12,84,20260942,12,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4434.870951,369.57257925,0.2948008750099689,7,0,18524.354755106808,105,113,12,12,84,20260942,12,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4595.928494,382.99404116666665,0.29561187501531094,7,0,19004.642470843082,105,126,12,12,84,20260942,12,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4407.148482,367.26237349999997,0.2088788750115782,7,0,18260.74240885687,105,118,12,12,84,20260942,12,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4534.692698,377.89105816666665,0.5420708750025369,7,0,18723.463489322075,105,125,12,12,84,20260942,12,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4410.161808,367.513484,0.1779698749887757,7,0,18350.809037708557,105,115,12,12,84,20260942,12,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4434.870951,369.57257925,0.2943871249444783,7,0,18524.354755106808,105,113,12,12,84,20260942,12,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4971.556916,382.427455076923,0.15531562501564622,7,0,21442.784579674564,98,104,13,13,74,20260943,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4277.94486,329.0726815384615,0.17840491700917482,7,0,17924.724299433696,98,106,13,13,74,20260943,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4206.934387,323.6103374615385,0.3517943340120837,7,0,17544.67193688492,98,107,13,13,74,20260943,13,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4229.439511,325.3415008461538,0.22256583400303498,7,0,17582.197552578866,98,110,13,13,74,20260943,13,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4073.267974,313.3283056923077,0.22155008296249434,7,0,16801.339871672084,98,110,13,13,74,20260943,13,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4136.690169,318.2069360769231,0.4175922920112498,7,0,17118.450843988423,98,110,13,13,74,20260943,13,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4167.376312,320.56740861538464,0.16741354198893532,7,0,17396.88155990051,98,105,13,13,74,20260943,13,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4206.934387,323.6103374615385,0.3810299579636194,7,0,17544.67193688492,98,107,13,13,74,20260943,13,synthetic
3,adaptive,seven,True,upper_bound_16,True,5469.740085,341.8587553125,0.2262570000020787,6,0,24168.70042703111,86,94,16,16,55,20260944,16,synthetic
3,adaptive_q25,seven,True,upper_bound_16,True,4542.654453,283.9159033125,0.2683403340051882,6,0,19408.272262507664,86,99,16,16,55,20260944,16,synthetic
3,adaptive_q25_fine,seven,True,upper_bound_16,True,4488.400064,280.525004,0.545883041981142,6,0,19112.00032022673,86,100,16,16,55,20260944,16,synthetic
3,adaptive_q10,seven,True,upper_bound_16,True,4516.829374,282.301835875,0.36124479200225323,6,0,19079.14687012859,86,107,16,16,55,20260944,16,synthetic
3,adaptive_q10_dynamic,seven,True,upper_bound_16,True,4141.922814,258.870175875,0.34559383301530033,6,0,17304.614070939177,86,103,16,16,55,20260944,16,synthetic
3,adaptive_q10_dynamic_fine,seven,True,upper_bound_16,True,4438.240684,277.39004275,0.6885103330132551,6,0,18586.203418207402,86,111,16,16,55,20260944,16,synthetic
3,adaptive_q25_dynamic,seven,True,upper_bound_16,True,4273.235073,267.0771920625,0.29623645899118856,6,0,18011.175367480602,86,101,16,16,55,20260944,16,synthetic
3,adaptive_q25_dynamic_fine,seven,True,upper_bound_16,True,4488.400064,280.525004,0.4928140419651754,6,0,19112.00032022673,86,100,16,16,55,20260944,16,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4804.6834,436.7894,0.17118908296106383,7,0,21018.416997869575,81,93,11,11,64,20260945,11,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4382.187438,398.38067618181816,0.20711825002217665,7,0,18830.93719090777,81,96,11,11,64,20260945,11,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4357.521178,396.13828890909093,0.49035337497480214,7,0,18607.605890299037,81,100,11,11,64,20260945,11,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4444.900114,404.0818285454545,0.28887912502977997,7,0,18969.500571259083,81,103,11,11,64,20260945,11,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4157.57902,377.9617290909091,0.20970104198204353,7,0,17707.895101829097,81,96,11,11,64,20260945,11,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4371.387494,397.39886309090906,0.5480764590320177,7,0,18601.93747187659,81,103,11,11,64,20260945,11,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4201.387098,381.94428163636366,0.19995416700839996,7,0,17951.93548891703,81,95,11,11,64,20260945,11,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4357.521178,396.13828890909093,0.4897754159756005,7,0,18607.605890299037,81,100,11,11,64,20260945,11,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4504.056419,450.4056419,0.1551188339944929,7,0,18770.282092501526,110,118,10,10,93,20260946,10,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3898.768216,389.87682159999997,0.1904570420156233,7,0,15643.841079587559,110,122,10,10,93,20260946,10,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,3861.033677,386.1033677,0.34326983301434666,7,0,15480.168383778231,110,121,10,10,93,20260946,10,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4129.212901,412.92129009999996,0.21499724994646385,7,0,16721.064505773804,110,125,10,10,93,20260946,10,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3949.911418,394.99114180000004,0.2121188750024885,7,0,15849.557089422295,110,124,10,10,93,20260946,10,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4124.442207,412.4442207,0.5262676249840297,7,0,16572.21103510705,110,130,10,10,93,20260946,10,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3893.041917,389.3041917,0.16610920795938,7,0,15665.209587484798,110,120,10,10,93,20260946,10,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,3861.033677,386.1033677,0.34802045801188797,7,0,15480.168383778231,110,121,10,10,93,20260946,10,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5621.745224,401.5532302857143,0.22798404097557068,7,0,24873.726118214123,87,98,14,14,61,20260947,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4737.455354,338.38966814285715,0.23770858300849795,7,0,20427.27676891643,87,99,14,14,61,20260947,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4679.147189,334.2247992142857,0.4040053749922663,7,0,20160.735944953958,87,98,14,14,61,20260947,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4849.384835,346.38463107142854,0.32438941701548174,7,0,20736.92417542111,87,109,14,14,61,20260947,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4507.496695,321.9640496428571,0.2550340830348432,7,0,19202.483474699424,87,102,14,14,61,20260947,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4837.165333,345.51180949999997,0.6075485000037588,7,0,20700.826666361318,87,108,14,14,61,20260947,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4559.835495,325.7025353571429,0.22821466700406745,7,0,19539.17747587247,87,99,14,14,61,20260947,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4679.147189,334.2247992142857,0.4111972080427222,7,0,20160.735944953958,87,98,14,14,61,20260947,14,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5497.558479,392.6827485,0.2441502080182545,7,0,24282.792393351527,86,97,14,14,62,20260948,14,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4670.321265,333.59437607142854,0.25486516603268683,7,0,20021.606324581157,86,102,14,14,62,20260948,14,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4538.533839,324.18098849999996,0.4223319160519168,7,0,19387.66919511422,86,101,14,14,62,20260948,14,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,5015.139202,358.22422871428574,0.34074445796431974,7,0,21470.69601198031,86,113,14,14,62,20260948,14,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4558.112575,325.57946964285713,0.27322825003648177,7,0,19385.56287403436,86,105,14,14,62,20260948,14,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4943.385673,353.0989766428571,0.7584573749918491,7,0,21111.9283667477,86,113,14,14,62,20260948,14,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4651.716729,332.26548064285714,0.25566483300644904,7,0,19928.58364568145,86,102,14,14,62,20260948,14,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4538.533839,324.18098849999996,0.44650354195619,7,0,19387.66919511422,86,101,14,14,62,20260948,14,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5882.812492,392.1874994666667,0.18117433396400884,7,0,26344.06246181107,84,91,15,15,56,20260949,15,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4668.579839,311.23865593333335,0.25377320795087144,7,0,20097.89919533542,84,98,15,15,56,20260949,15,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4617.54038,307.83602533333334,0.4458935830043629,7,0,19892.70189993185,84,96,15,15,56,20260949,15,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,4848.491477,323.2327651333333,0.34732708299998194,7,0,20772.45738658016,84,107,15,15,56,20260949,15,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,4234.652238,282.31014919999996,0.2435814579948783,7,0,17953.26119037163,84,97,15,15,56,20260949,15,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,4742.678046,316.1785364,0.6224979169783182,7,0,20293.390227847904,84,105,15,15,56,20260949,15,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,4346.597514,289.7731676,0.23376595799345523,7,0,18562.98756829865,84,95,15,15,56,20260949,15,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4617.54038,307.83602533333334,0.4478878329973668,7,0,19892.70189993185,84,96,15,15,56,20260949,15,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,4954.804892,450.4368083636364,0.12691812502453104,7,0,21264.024461557357,102,109,11,11,84,20260950,11,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,3985.368963,362.3062693636364,0.15174929203931242,7,0,16366.84481285678,102,111,11,11,84,20260950,11,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4006.251412,364.20467381818185,0.35324450000189245,7,0,16421.257062459892,102,113,11,11,84,20260950,11,synthetic
3,adaptive_q10,seven,True,coverage_and_clearing,True,3963.98999,360.36272636363634,0.21981716703157872,7,0,16109.949948046462,102,117,11,11,84,20260950,11,synthetic
3,adaptive_q10_dynamic,seven,True,coverage_and_clearing,True,3873.079944,352.09817672727274,0.21032433304935694,7,0,15680.399719009349,102,116,11,11,84,20260950,11,synthetic
3,adaptive_q10_dynamic_fine,seven,True,coverage_and_clearing,True,3977.381064,361.58009672727275,0.464248874981422,7,0,16151.905320906593,102,118,11,11,84,20260950,11,synthetic
3,adaptive_q25_dynamic,seven,True,coverage_and_clearing,True,3956.83939,359.71267181818183,0.20762824994744733,7,0,16149.196949753496,102,114,11,11,84,20260950,11,synthetic
3,adaptive_q25_dynamic_fine,seven,True,coverage_and_clearing,True,4006.251412,364.20467381818185,0.35486195801058784,7,0,16421.257062459892,102,113,11,11,84,20260950,11,synthetic
3,adaptive,seven,True,coverage_and_clearing,True,5377.250602,413.6346616923077,0.2743369999807328,7,0,23406.253010835506,96,107,13,13,72,20260951,13,synthetic
3,adaptive_q25,seven,True,coverage_and_clearing,True,4242.706729,326.3620560769231,0.2325014160014689,7,0,17733.533645926702,96,107,13,13,72,20260951,13,synthetic
3,adaptive_q25_fine,seven,True,coverage_and_clearing,True,4156.944117,319.76493207692306,0.4031607919605449,7,0,17329.72058697594,96,106,13,13,72,20260951,13,synthetic
